word,sent
yummmmmm,0.967479674796748
limu,0.9545454545454546
excelent,0.9465648854961832
ozzi,0.9447852760736196
olivi,0.9440993788819876
gem,0.9436935788238894
perfectionth,0.9426751592356688
amazingmi,0.9424083769633508
yummo,0.9405594405594405
delicioso,0.9376693766937669
yummmm,0.9370786516853933
amazingw,0.9354838709677419
yumw,0.9323308270676691
bosnian,0.9320987654320988
fingerlick,0.9320388349514563
unmatch,0.9316239316239316
dlice,0.9299363057324841
mmmmmmmm,0.9299363057324841
foodgreat,0.9293286219081273
wac,0.927536231884058
perfectioni,0.926829268292683
mustdo,0.9265536723163842
amazebal,0.9263565891472868
yummmi,0.9261744966442953
jem,0.9261744966442953
xoxo,0.9259259259259259
karla,0.9238095238095239
awesomethey,0.9238095238095239
phenom,0.9230769230769231
bombcom,0.9227799227799228
yummmmm,0.9224489795918367
yummer,0.922077922077922
heaventh,0.921875
mmmmmmm,0.9204152249134948
enriqu,0.92
faygo,0.9180327868852459
smoothest,0.9174311926605505
perfekt,0.9163568773234201
deliciousw,0.9153439153439153
venezuela,0.9152542372881356
creamiest,0.9147727272727273
perfecto,0.914572864321608
elia,0.9134615384615384
ahmaz,0.913312693498452
awesomew,0.91324200913242
underr,0.9128205128205128
amazingif,0.9117647058823529
musttri,0.911504424778761
traum,0.9112903225806451
goood,0.9112709832134293
devin,0.9111111111111111
mmmmmm,0.9109243697478991
num,0.9107142857142857
fantabul,0.9102564102564102
syrian,0.9099099099099099
placegreat,0.9096774193548387
hervorragend,0.9094650205761317
candic,0.9090909090909091
mouthwateringli,0.9084507042253521
deliciousthey,0.9076923076923077
deliciousand,0.9069767441860465
yumo,0.9069767441860465
heavenli,0.9067428571428572
fantasticw,0.9064748201438849
bingsoo,0.9057971014492754
amazing,0.9056122448979592
tsoynami,0.9055793991416309
goooood,0.9050847457627119
wonderfuli,0.9050632911392406
fairen,0.9047619047619048
sublim,0.9046296296296297
handsdown,0.9035714285714286
rundum,0.9035087719298246
impecc,0.9033977348434377
mmmmm,0.9030042918454936
unbeat,0.9028815368196371
expertli,0.9027431421446384
scrumptiou,0.9017146356399265
musthav,0.9010416666666666
divin,0.900862895493768
superbl,0.9
gooood,0.8997050147492626
yummiest,0.8996763754045307
yummm,0.8996282527881041
tendr,0.8990825688073395
kanpachi,0.8990825688073395
deliciousthi,0.8980891719745223
gooooood,0.8980582524271845
awsom,0.897841726618705
eggcel,0.897196261682243
pk,0.8962962962962963
goodwich,0.8962962962962963
unassum,0.8961169944528492
todiefor,0.8960573476702509
superb,0.8948008513225905
phenomen,0.8946728078560876
exquisit,0.8946352759552296
herzlich,0.8944099378881988
prefect,0.8940217391304348
fantastici,0.8939393939393939
heaven,0.8938384299406663
lovei,0.8938053097345132
heartbeat,0.893574297188755
perfect,0.891778660896701
delect,0.8916780354706685
mustvisit,0.8915094339622641
mustgo,0.8915094339622641
unparallel,0.8913043478260869
hobak,0.8901734104046243
wunderbar,0.8901515151515151
mahalo,0.8901098901098901
cutest,0.8900602409638554
yumm,0.8899721448467967
sweetest,0.8892156862745098
irresist,0.8888888888888888
flawless,0.8884792626728111
banzo,0.8872180451127819
meltinyour,0.8867924528301887
yuma,0.8867924528301887
biaggio,0.8863636363636364
kstlich,0.8863636363636364
incroy,0.8859649122807017
arawan,0.8859649122807017
alltim,0.8853974121996303
royalti,0.8852459016393442
yummyi,0.8851351351351351
genial,0.885
perfecti,0.8848684210526315
oneofakind,0.8848484848484849
yumi,0.8845070422535212
mouthwat,0.8841153193894856
gangnam,0.8838383838383839
perfectth,0.8838383838383839
amazingit,0.8837209302325582
rediscov,0.883495145631068
wowza,0.8833333333333333
servicegreat,0.8833333333333333
cugino,0.8830409356725146
infecti,0.8828828828828829
trifecta,0.8824404761904762
disappointi,0.8823529411764706
deelish,0.8817891373801917
unpretenti,0.8817275747508305
foodgasm,0.8815331010452961
athena,0.8811881188118812
highli,0.8811521304132323
dlicieux,0.8807749627421758
amazingi,0.8806532663316583
dcouvert,0.8803088803088803
lickin,0.8802816901408451
jador,0.8801369863013698
richli,0.879746835443038
magnific,0.8795648795648796
fantast,0.8794075726591064
dreami,0.8793565683646113
effortlessli,0.8791946308724832
sceptic,0.8790322580645161
mustord,0.8790322580645161
fluffiest,0.8787878787878788
sumptuou,0.8785942492012779
phenomin,0.8781725888324873
yonaka,0.8779527559055118
ausgezeichnet,0.8778280542986425
harumi,0.8773584905660378
rserver,0.8773584905660378
bfg,0.8769230769230769
brooklin,0.8768115942028986
zuvorkommend,0.8767441860465116
heaveni,0.8765432098765432
diggiti,0.8765432098765432
amaz,0.8764462892779081
deliciousa,0.8763440860215054
energ,0.8761904761904762
amazingthey,0.8761904761904762
attentionn,0.8761061946902655
yummyw,0.875968992248062
lohnt,0.8754208754208754
coma,0.8753447324875896
oma,0.875
langoustin,0.875
deff,0.8745874587458746
addict,0.8745510176932286
hadand,0.8742138364779874
delish,0.8741655022512033
magnifiqu,0.8737373737373737
delici,0.8737323197956428
luv,0.8737270875763747
deliciousmi,0.8736842105263158
mixologist,0.873015873015873
ftw,0.8729508196721312
seamless,0.8728813559322034
labneh,0.8727272727272727
montagu,0.8720379146919431
goodnessi,0.8712871287128713
